"X1","X2","X3","X4","n","p","s","amplitude","rho","i","ntrials"
"0.81","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.82","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.83","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.84","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.85","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.86","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.87","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.88","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.89","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.9","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.91","0.968","0.306192660550459","KadaPT",5000,1250,0.5,5,0.025,10,5
"0.001","0","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.002","0","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.003","0","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.004","0","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.005","0","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.006","0","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.007","0.4416","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.008","0.4416","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.009","0.4416","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.01","0.4416","0","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.02","0.6464","0.00980392156862745","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.03","0.8096","0.0155642023346304","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.04","0.9024","0.0208333333333333","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.05","0.928","0.0333333333333333","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.06","0.9408","0.0392156862745098","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.07","0.96","0.0445859872611465","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.08","0.9664","0.062111801242236","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.09","0.976","0.0701219512195122","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.1","0.976","0.0757575757575758","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.11","0.9792","0.1","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.12","0.9824","0.0997067448680352","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.13","0.9824","0.107558139534884","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.14","0.9856","0.117478510028653","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.15","0.9888","0.132022471910112","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.16","0.9888","0.136871508379888","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.17","0.9888","0.146408839779006","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.18","0.9888","0.151098901098901","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.19","0.9888","0.153424657534247","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.2","0.992","0.171122994652406","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.21","0.992","0.184210526315789","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.22","0.992","0.18848167539267","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.23","0.992","0.192708333333333","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.24","0.992","0.203084832904884","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.25","0.992","0.213197969543147","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.26","0.992","0.221105527638191","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.27","0.992","0.225","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.28","0.992","0.24390243902439","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.29","0.992","0.265402843601896","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.3","0.992","0.272300469483568","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.31","0.992","0.275700934579439","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.32","0.992","0.300225733634311","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.33","0.992","0.314159292035398","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.34","0.992","0.343220338983051","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.35","0.992","0.343220338983051","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.36","0.992","0.347368421052632","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.37","0.992","0.36734693877551","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.38","0.992","0.3812375249501","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.39","0.992","0.386138613861386","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.4","0.992","0.39922480620155","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.41","0.992","0.404990403071017","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.42","0.992","0.40952380952381","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.43","0.992","0.431192660550459","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.44","0.992","0.439421338155515","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.45","0.992","0.448398576512456","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.46","0.992","0.45326278659612","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.47","0.992","0.466437177280551","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.48","0.992","0.477234401349073","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.49","0.992","0.484193011647255","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.5","0.992","0.500805152979066","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.51","0.992","0.510268562401264","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.52","0.992","0.522342064714946","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.53","0.992","0.527439024390244","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.54","0.992","0.55137481910275","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.55","0.992","0.565826330532213","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.56","0.992","0.567039106145251","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.57","0.992","0.580514208389716","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.58","0.992","0.601542416452442","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.59","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.6","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.61","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.62","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.63","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.64","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.65","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.66","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.67","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.68","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.69","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.7","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.71","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.72","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.73","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.74","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.75","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.76","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.77","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.78","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.79","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.8","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.81","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.82","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.83","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.84","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.85","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.86","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.87","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.88","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.89","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.9","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.91","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.92","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.93","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.94","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.95","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.96","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.97","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.98","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.99","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"1","0.992","0.60559796437659","Knockoff",5000,1250,0.25,5,0.025,11,5
"0.001","0","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.002","0","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.003","0","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.004","0","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.005","0","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.006","0","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.007","0","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.008","0.416","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.009","0.416","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.01","0.416","0","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.02","0.5184","0.0121951219512195","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.03","0.6304","0.0247524752475248","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.04","0.64","0.029126213592233","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.05","0.7104","0.038961038961039","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.06","0.7168","0.0386266094420601","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.07","0.768","0.0588235294117647","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.08","0.816","0.0827338129496403","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.09","0.8352","0.0905923344947735","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.1","0.848","0.0924657534246575","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.11","0.8608","0.112211221122112","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.12","0.864","0.114754098360656","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.13","0.8736","0.119354838709677","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.14","0.8736","0.12779552715655","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.15","0.88","0.132492113564669","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.16","0.8928","0.146788990825688","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.17","0.896","0.159159159159159","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.18","0.896","0.164179104477612","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.19","0.8992","0.173529411764706","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.2","0.9088","0.179190751445087","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.21","0.9088","0.188571428571429","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.22","0.9088","0.188571428571429","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.23","0.912","0.190340909090909","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.24","0.912","0.194915254237288","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.25","0.9184","0.202777777777778","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.26","0.928","0.230769230769231","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.27","0.928","0.236842105263158","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.28","0.928","0.248704663212435","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.29","0.9312","0.259541984732824","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.3","0.9344","0.262626262626263","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.31","0.9376","0.263819095477387","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.32","0.9504","0.317241379310345","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.33","0.9504","0.320366132723112","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.34","0.9568","0.325056433408578","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.35","0.9568","0.337028824833703","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.36","0.9568","0.347161572052402","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.37","0.9568","0.35","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.38","0.96","0.382716049382716","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.39","0.96","0.389002036659878","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.4","0.96","0.4","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.41","0.96","0.408284023668639","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.42","0.96","0.416342412451362","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.43","0.96","0.416342412451362","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.44","0.9664","0.452898550724638","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.45","0.9664","0.455855855855856","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.46","0.9664","0.465486725663717","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.47","0.9664","0.470175438596491","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.48","0.9696","0.474870017331023","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.49","0.9696","0.485568760611205","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.5","0.9696","0.487309644670051","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.51","0.9728","0.497520661157025","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.52","0.9728","0.504885993485342","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.53","0.9728","0.507293354943274","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.54","0.976","0.508856682769726","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.55","0.976","0.511217948717949","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.56","0.976","0.52418096723869","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.57","0.976","0.530769230769231","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.58","0.976","0.545454545454545","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.59","0.9792","0.572027972027972","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.6","0.9824","0.587919463087248","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.61","0.9824","0.593377483443709","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.62","0.9824","0.601298701298701","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.63","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.64","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.65","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.66","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.67","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.68","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.69","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.7","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.71","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.72","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.73","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.74","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.75","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.76","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.77","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.78","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.79","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.8","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.81","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.82","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.83","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.84","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.85","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.86","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.87","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.88","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.89","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.9","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.91","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.92","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.93","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.94","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.95","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.96","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.97","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.98","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.99","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"1","0.9824","0.601815823605707","Knockoff (alt 1)",5000,1250,0.25,5,0.025,11,5
"0.001","0","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.002","0","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.003","0","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.004","0","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.005","0.672","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.006","0.672","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.007","0.672","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.008","0.672","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.009","0.7328","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.01","0.7328","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.02","0.8864","0","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.03","0.96","0.0163934426229508","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.04","0.9728","0.0256410256410256","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.05","0.976","0.0498442367601246","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.06","0.9792","0.0613496932515337","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.07","0.9856","0.0750750750750751","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.08","0.9888","0.0830860534124629","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.09","0.992","0.0855457227138643","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.1","0.9952","0.0959302325581395","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.11","0.9952","0.111428571428571","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.12","0.9952","0.116477272727273","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.13","0.9952","0.133704735376045","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.14","0.9952","0.152588555858311","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.15","0.9952","0.166219839142091","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.16","0.9952","0.168449197860963","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.17","0.9952","0.18798955613577","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.18","0.9952","0.198453608247423","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.19","0.9952","0.214646464646465","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.2","0.9952","0.214646464646465","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.21","0.9952","0.220551378446115","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.22","0.9984","0.22962962962963","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.23","0.9984","0.237163814180929","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.24","0.9984","0.248192771084337","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.25","0.9984","0.253588516746411","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.26","0.9984","0.260663507109005","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.27","0.9984","0.264150943396226","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.28","0.9984","0.269320843091335","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.29","0.9984","0.287671232876712","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.3","0.9984","0.292517006802721","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.31","0.9984","0.298876404494382","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.32","0.9984","0.30820399113082","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.33","0.9984","0.331905781584582","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.34","0.9984","0.345911949685535","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.35","0.9984","0.354037267080745","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.36","0.9984","0.356701030927835","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.37","0.9984","0.361963190184049","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.38","0.9984","0.370967741935484","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.39","0.9984","0.379721669980119","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.4","0.9984","0.423290203327172","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.41","0.9984","0.442857142857143","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.42","0.9984","0.442857142857143","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.43","0.9984","0.453590192644483","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.44","0.9984","0.463917525773196","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.45","0.9984","0.470288624787776","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.46","0.9984","0.477386934673367","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.47","0.9984","0.483443708609272","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.48","0.9984","0.485996705107084","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.49","0.9984","0.488524590163934","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.5","0.9984","0.498392282958199","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.51","0.9984","0.510204081632653","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.52","0.9984","0.51702786377709","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.53","0.9984","0.527272727272727","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.54","0.9984","0.530120481927711","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.55","0.9984","0.544525547445255","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.56","0.9984","0.56786703601108","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.57","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.58","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.59","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.6","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.61","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.62","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.63","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.64","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.65","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.66","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.67","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.68","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.69","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.7","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.71","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
"0.72","0.9984","0.573770491803279","AdaPT",5000,1250,0.25,5,0.025,11,5
